sub,channel,region,n_valid_s,mi_spindle,miz_spindle,mi_ripple,miz_ripple,ripple_pref_phase
sub-25,LPHG2-LPHG3,parahippocampal,235.9,0.0020750749597678204,5.538953166724342,0.00013129333445417404,2.3149225738459305,1.2217304763960304
sub-25,LPHG3-LPHG4,parahippocampal,235.9,0.00033500776483951324,0.3866505857914672,5.0085545139521935e-05,-1.019577118682727,-1.9198621771937627
sub-25,LPHG4-LPHG5,parahippocampal,235.9,0.0001933182446691686,-0.7154332978362054,6.506174005645602e-05,-0.4073889984306704,0.8726646259971649
sub-25,LPHG5-LPHG6,parahippocampal,235.9,0.00021492148604924634,-0.6001494299768673,5.656527755952917e-05,-0.6730171989256125,-0.8726646259971649
sub-25,LPHG6-LPHG7,parahippocampal,235.9,0.00026964063901745654,-0.31866077527957615,9.467029193400571e-05,0.7350974983671169,0.5235987755982989
sub-25,LPHG7-LPHG8,parahippocampal,235.9,0.0005137001322042046,1.7164592863120225,0.00011298066302206567,1.3998366208557675,-2.6179938779914944
sub-25,REC1-REC2,entorhinal,235.9,0.002678851927833309,6.515477213218466,0.0001272302720921806,-0.09157468182851941,2.617993877991494
sub-25,REC2-REC3,entorhinal,235.9,0.0007214999545064875,3.0097535429012092,6.30643432875193e-05,-0.7644571177894386,-0.8726646259971649
sub-25,REC3-REC4,entorhinal,235.9,0.00018579465519963782,-0.55112919019354,0.0001077769065776755,0.8884104327304924,2.2689280275926285
sub-25,REC4-REC5,entorhinal,235.9,0.000714071222078649,2.595821491195908,9.058153268725195e-05,0.4425541315961226,-1.9198621771937627
sub-25,REC5-REC6,entorhinal,235.9,0.000437247131336069,0.6711191764453934,0.0001246692282575353,1.8600241674252673,1.9198621771937623
sub-25,REC6-REC7,entorhinal,235.9,0.0005761042464376469,1.7312288688531046,0.00015418625284118685,3.347280961455683,0.5235987755982989
sub-25,REC7-REC8,entorhinal,235.9,0.0005406472280388424,1.9107707927189386,0.0002090131357310599,4.79663965159231,-0.5235987755982989
