pt,channel,roi_group,state,n_clips,slow,delta,theta,spindle,beta,gamma
sub-RID0117,RG16-RG17,temporal_neocortex,W,8,0.7246129130139944,0.43210319487508675,0.07719028318365283,0.04595546657007622,0.08488134255507894,0.031213492411373944
sub-RID0117,RG22-RG23,temporal_neocortex,W,8,0.5033056436603689,0.2816211472764701,0.10901018178510627,0.10642472023868824,0.1426646637136625,0.0652364093824977
sub-RID0117,RG23-RG24,temporal_neocortex,W,8,0.48688493063787525,0.3011424241466413,0.1328506211563707,0.08670737792696197,0.13619739818679907,0.08394195549419863
sub-RID0117,RG24-RG25,temporal_neocortex,W,8,0.6991689958118378,0.35441036882974597,0.08023086389736431,0.05763812226287385,0.07347040712535267,0.04605196486545059
sub-RID0117,RG25-RG26,temporal_neocortex,W,8,0.6384061532619946,0.43740299257072895,0.09875961924169455,0.047368983935381914,0.12499676949060216,0.048772716901059235
sub-RID0117,RG26-RG27,temporal_neocortex,W,8,0.7907348114228969,0.4416723716634481,0.04827183179154595,0.025277825624337325,0.09221074027600691,0.022284045327700754
sub-RID0117,RG27-RG28,temporal_neocortex,W,8,0.8451932481306835,0.47199953897966174,0.042062954321709756,0.03046244459755442,0.039796500463487886,0.024026178097984137
sub-RID0117,RG28-RG29,temporal_neocortex,W,8,0.7207965699122556,0.4043910607984239,0.06954946782499266,0.050021608910894036,0.09087087571611074,0.034602323447006415
sub-RID0117,RG29-RG30,temporal_neocortex,W,8,0.46639300543213486,0.27972235074218516,0.1072541408058157,0.07643155810362713,0.18622138096944132,0.11913101462366446
sub-RID0117,LAT01-LAT02,entorhinal,N2,8,0.7417516812804733,0.5258633415132866,0.11322419699680067,0.034024048200924806,0.04425374593715077,0.021356602435837316
sub-RID0117,LAT02-LAT03,temporal_neocortex,N2,8,0.5573901634388138,0.3931075059195598,0.2181234829417286,0.04459245557107831,0.038304323552246854,0.014689928637879216
sub-RID0117,LAT03-LAT04,temporal_neocortex,N2,8,0.7686874185525716,0.5169413295719947,0.11744618527518931,0.02334391783268503,0.021227583746875917,0.013578190359402612
sub-RID0117,LDA02-LDA03,hippocampal,N2,8,0.6189489959583976,0.44829596423889984,0.1832020325561868,0.044836317813944815,0.053274751182506346,0.02728432302602337
sub-RID0117,LDA03-LDA04,hippocampal,N2,8,0.6733783821327355,0.44896546168809537,0.13780311684089014,0.04359222038386483,0.05616025618889335,0.032119914000899974
sub-RID0117,LDH01-LDH02,parahippocampal,N2,8,0.7239604844967875,0.47476865950696134,0.14229867419619197,0.03029537647509096,0.027022662185942098,0.013534547306261378
sub-RID0117,LDH02-LDH03,parahippocampal,N2,8,0.7634775844324695,0.5063733824271919,0.14438338664436595,0.016814196470171176,0.015759641971938146,0.010250389804812278
sub-RID0117,LDH03-LDH04,parahippocampal,N2,8,0.7655834435813619,0.5251384914989143,0.12731845429591102,0.02680134793257547,0.02043570392682553,0.006982278717891435
sub-RID0117,RAT01-RAT02,entorhinal,N2,8,0.7660501460197415,0.5037035489943584,0.1283160452754408,0.023644226295278143,0.021843553746195073,0.011505787805851826
sub-RID0117,RDA02-RDA03,hippocampal,N2,8,0.7516686116381988,0.5026407858200068,0.134262102860226,0.025712887766328584,0.02372529960351004,0.01375310943298895
sub-RID0117,RDA03-RDA04,hippocampal,N2,8,0.767653777844604,0.494075919026795,0.12528002061843183,0.028639105017660187,0.02350149654500546,0.00537130159387677
sub-RID0117,RG05-RG06,temporal_neocortex,N2,8,0.7713224060993318,0.5208184762286319,0.10042099076886013,0.03351969897975271,0.03320511709569544,0.010420216688130087
sub-RID0117,RG06-RG07,temporal_neocortex,N2,8,0.7505269681137697,0.4581954266763244,0.1363240288551543,0.024757649133943117,0.02528333469096328,0.009405720725891385
sub-RID0117,RG07-RG08,temporal_neocortex,N2,8,0.7127153847858367,0.4735777795939621,0.1636939676031873,0.02560348152207193,0.024896822544689425,0.011634956697464902
sub-RID0117,RG13-RG14,temporal_neocortex,N2,8,0.598105236565733,0.4473022138529065,0.19348335844145803,0.05073000851287432,0.052492871816345064,0.03318390141131082
sub-RID0117,RG14-RG15,temporal_neocortex,N2,8,0.5426536625505081,0.39364975669217056,0.24407393219330392,0.05330717359462589,0.04744661767329104,0.021813461192435123
sub-RID0117,RG15-RG16,temporal_neocortex,N2,8,0.5764516881533861,0.40646144267900397,0.26182854480787243,0.03998413643177433,0.0394169798472648,0.018083790020905176
sub-RID0117,RG16-RG17,temporal_neocortex,N2,8,0.6640457444732463,0.42939768243612686,0.1976212316408357,0.037443864235656106,0.028668392023123372,0.009419033038590399
sub-RID0117,RG22-RG23,temporal_neocortex,N2,8,0.6089315823820773,0.40698897212648744,0.2269812162298938,0.0429016703647396,0.038505769774342294,0.018355478659676214
sub-RID0117,RG23-RG24,temporal_neocortex,N2,8,0.5765100428000742,0.4172888285648919,0.20326848324750563,0.05418555741992241,0.06414758999367007,0.023836463667000495
sub-RID0117,RG24-RG25,temporal_neocortex,N2,8,0.5943307487594681,0.39302801189480885,0.24909213283923232,0.038559104253929236,0.03664340020641543,0.012901837374070944
sub-RID0117,RG25-RG26,temporal_neocortex,N2,8,0.6055218727760164,0.4174149211499132,0.18735575766195461,0.05799960122694045,0.05165693488692869,0.018378800330373105
sub-RID0117,RG26-RG27,temporal_neocortex,N2,8,0.674300193486904,0.4670982777282202,0.1611870850236449,0.04529888426799882,0.03211982123363853,0.00746061402332278
sub-RID0117,RG27-RG28,temporal_neocortex,N2,8,0.6863983373167623,0.44050185086806787,0.20101415614172458,0.02928486148855044,0.017378895343691057,0.004622750014850874
sub-RID0117,RG28-RG29,temporal_neocortex,N2,8,0.7190128648561984,0.5027888054261984,0.15160579127565643,0.03362532283950903,0.03199793226189032,0.010682308077849874
sub-RID0117,RG29-RG30,temporal_neocortex,N2,8,0.5194624517457077,0.35286220843763344,0.20929878806311553,0.06023915649169519,0.0857011543792322,0.041996764536578066
sub-RID0117,LAT01-LAT02,entorhinal,N3,8,0.758870803974656,0.4898508791601244,0.13058251873694499,0.024561220679924223,0.025741687113279108,0.012901454023720392
sub-RID0117,LAT02-LAT03,temporal_neocortex,N3,8,0.6711047321710366,0.43459111822430463,0.18214209730424522,0.029660427254328246,0.023014094286281553,0.010020289294777447
sub-RID0117,LAT03-LAT04,temporal_neocortex,N3,8,0.8540743732292516,0.4662939141957083,0.08117560179952965,0.012472122199242205,0.010446813389400008,0.005493542546514211
sub-RID0117,LDA02-LDA03,hippocampal,N3,8,0.7076731821596617,0.4780930575144349,0.15853743189664993,0.034226618986128554,0.020527920841916784,0.008530388814813761
sub-RID0117,LDA03-LDA04,hippocampal,N3,8,0.7201143747785711,0.44583747442324373,0.13231089141092553,0.03968691315654531,0.031135734449767145,0.014554776476641326
sub-RID0117,LDH01-LDH02,parahippocampal,N3,8,0.7803185703463595,0.4693672202198661,0.13552419294521306,0.021360972494228785,0.011795736405810065,0.0054828322009402315
sub-RID0117,LDH02-LDH03,parahippocampal,N3,8,0.828836870588299,0.5456702814172906,0.11112080185462567,0.012703454302770575,0.005952154549853678,0.0032313741636435956
sub-RID0117,LDH03-LDH04,parahippocampal,N3,8,0.8146330979920913,0.5248757635547259,0.12319309882366936,0.011991069602483879,0.008956944905752795,0.0031955417264014543
sub-RID0117,RAT01-RAT02,entorhinal,N3,8,0.8199240911479826,0.5541606142168214,0.10428430332964572,0.014272842580074958,0.00966105684549146,0.00583357953411966
sub-RID0117,RDA02-RDA03,hippocampal,N3,8,0.7634817880474092,0.5073961478179083,0.1143531285675391,0.026880532586150217,0.035998648295150024,0.012482229619583571
sub-RID0117,RDA03-RDA04,hippocampal,N3,8,0.8338679666347389,0.5034944943947168,0.08305522728832364,0.023120777166868257,0.014073889619853926,0.00380571806661199
sub-RID0117,RG05-RG06,temporal_neocortex,N3,8,0.8687837297127352,0.5036684874997084,0.0634214348796594,0.01743669748781199,0.014836335939591,0.004625766095278529
sub-RID0117,RG06-RG07,temporal_neocortex,N3,8,0.8539675627861505,0.44889500132866317,0.08387591666850006,0.012741005264900523,0.013051719694303875,0.005689049444279356
sub-RID0117,RG07-RG08,temporal_neocortex,N3,8,0.8593530051692437,0.45792656215717464,0.08319815383988133,0.01118209973915493,0.010840039654869158,0.006372466061078391
sub-RID0117,RG13-RG14,temporal_neocortex,N3,8,0.699651029616815,0.4438068452182994,0.12968710435747877,0.039368658716398094,0.0507560547479298,0.025228270725941318
sub-RID0117,RG14-RG15,temporal_neocortex,N3,8,0.7233364224061161,0.4985834702351277,0.1487249386747207,0.028183915465625452,0.028555094570210573,0.01549910429424341
sub-RID0117,RG15-RG16,temporal_neocortex,N3,8,0.7882599705263647,0.5288139175887618,0.12653930919783662,0.015872477011418418,0.018481796428758267,0.010638921393425016
sub-RID0117,RG16-RG17,temporal_neocortex,N3,8,0.8004730748070404,0.508545348083163,0.11720400828961933,0.015923372328460642,0.01753766595531857,0.007608681276305861
sub-RID0117,RG22-RG23,temporal_neocortex,N3,8,0.8240195954321583,0.5277390779351677,0.10250395068465155,0.014052105627584395,0.01735916243364304,0.011140154907900882
sub-RID0117,RG23-RG24,temporal_neocortex,N3,8,0.836669609755704,0.5665312753050384,0.08793948652443631,0.015576535295300273,0.01944007174148321,0.010474191501202797
sub-RID0117,RG24-RG25,temporal_neocortex,N3,8,0.8158589014683849,0.49125217287367506,0.10734108742199128,0.015334498872859165,0.018321288543986965,0.00887131771247621
sub-RID0117,RG25-RG26,temporal_neocortex,N3,8,0.7212791939360461,0.4668706089557133,0.1326378011451289,0.0316197508628937,0.03905810310446914,0.01838925327742741
sub-RID0117,RG26-RG27,temporal_neocortex,N3,8,0.8279117607365354,0.5173690339914474,0.09092933452155746,0.020177845389130263,0.01678813661222896,0.006342875140063355
sub-RID0117,RG27-RG28,temporal_neocortex,N3,8,0.8590184650358608,0.5162378665005138,0.0816190896477825,0.010877423724796623,0.009887237647492957,0.0035510464173385747
sub-RID0117,RG28-RG29,temporal_neocortex,N3,8,0.8256914158267187,0.5025324099740528,0.09690243536857028,0.01751032774972522,0.017708970808246252,0.008009876242905375
sub-RID0117,RG29-RG30,temporal_neocortex,N3,8,0.8356273366852549,0.49241997473064036,0.06967473565968663,0.01939324940280794,0.02933283658115233,0.020921803797376334
sub-RID0117,LAT01-LAT02,entorhinal,R,6,0.791328988153715,0.3966230902832237,0.07433492405523807,0.02915650864691252,0.048312092483080105,0.02186825865215211
sub-RID0117,LAT02-LAT03,temporal_neocortex,R,6,0.5607207481070638,0.3822959941534744,0.18337583681499772,0.047560376156891605,0.04315253981317411,0.01514298371626866
sub-RID0117,LAT03-LAT04,temporal_neocortex,R,6,0.6704373957713251,0.4891184996977473,0.1560896241043315,0.03399559427105258,0.029298928787626317,0.011861433575828221
sub-RID0117,LDA02-LDA03,hippocampal,R,6,0.5470351118653872,0.40135463051052245,0.1582135814199501,0.06806602247324495,0.10404499424782145,0.05889454102610029
sub-RID0117,LDA03-LDA04,hippocampal,R,6,0.5161936697056277,0.35278247306086136,0.1205181506566141,0.08324357108578946,0.1335966725192733,0.08028474662167236
sub-RID0117,LDH01-LDH02,parahippocampal,R,6,0.7474740207060053,0.4995460122449642,0.10635216638741424,0.033410737492874876,0.037498229297961504,0.019479537747051585
sub-RID0117,LDH02-LDH03,parahippocampal,R,6,0.8068011683480796,0.5000544598084483,0.07618384496886543,0.029253711348419528,0.0294234624833552,0.021695449283310676
sub-RID0117,LDH03-LDH04,parahippocampal,R,6,0.7672351511713965,0.5094294896565166,0.09953954841391206,0.03439120482732593,0.028002999793951464,0.011584920791836428
sub-RID0117,RAT01-RAT02,entorhinal,R,6,0.6938919477073614,0.4420010421163614,0.15119967349938696,0.03505368671405957,0.04972126910288715,0.025588670581053283
sub-RID0117,RDA02-RDA03,hippocampal,R,6,0.7441979650163263,0.41602516166559295,0.11904149360341305,0.02921371920209126,0.05154222326918429,0.023615946257418103
sub-RID0117,RDA03-RDA04,hippocampal,R,6,0.7444990670874816,0.5044117007855323,0.15282126563225962,0.024192467226495196,0.026051392284181688,0.010326537722798942
sub-RID0117,RG05-RG06,temporal_neocortex,R,6,0.6454707032637613,0.4464825385264645,0.15230160128454995,0.04764799646242696,0.051991315889474386,0.018625438488029084
sub-RID0117,RG06-RG07,temporal_neocortex,R,6,0.723566167793937,0.4676450451753455,0.12556768212552596,0.03481911529582365,0.03533502473052745,0.014123866252074832
sub-RID0117,RG07-RG08,temporal_neocortex,R,6,0.6591870099703278,0.4523989054265271,0.14941056583613047,0.04470001578891275,0.03991047012114577,0.017977660530865944
sub-RID0117,RG13-RG14,temporal_neocortex,R,6,0.5916220948986822,0.4719515546984013,0.2000986749668151,0.06244082796679253,0.041234785860127875,0.011160058508016194
sub-RID0117,RG14-RG15,temporal_neocortex,R,6,0.5399237934425708,0.40808095281954254,0.22456269848212887,0.06209894380525166,0.0507307816531,0.0206852408772235
sub-RID0117,RG15-RG16,temporal_neocortex,R,6,0.5619133186676203,0.36477194635596083,0.1724098024247952,0.06690298959497767,0.07546235715475823,0.03552739704022686
sub-RID0117,RG16-RG17,temporal_neocortex,R,6,0.6299122767985109,0.42767428358684323,0.1611273765127412,0.0512117231475164,0.05498254655328098,0.020326412642741782
sub-RID0117,RG22-RG23,temporal_neocortex,R,6,0.59826177171649,0.40077548858312767,0.14685276316141138,0.07082386429394076,0.07351126022014048,0.03641690727933365
sub-RID0117,RG23-RG24,temporal_neocortex,R,6,0.5727082519055001,0.33288656939570854,0.13183879898113696,0.06516073414131861,0.10330469541446202,0.04967892287250869
sub-RID0117,RG24-RG25,temporal_neocortex,R,6,0.6318025194153886,0.43585664444453437,0.16449072237987006,0.04351096747130433,0.060150014258903504,0.028117318997369304
sub-RID0117,RG25-RG26,temporal_neocortex,R,6,0.5711425596857665,0.41898381551971015,0.22208083138040355,0.05336690777302142,0.05139071770655108,0.019207854583263316
sub-RID0117,RG26-RG27,temporal_neocortex,R,6,0.6156073125789048,0.40258589622153157,0.19837012778910765,0.052070939794538064,0.04481654347073175,0.012165416262616087
sub-RID0117,RG27-RG28,temporal_neocortex,R,6,0.673717885164096,0.454266509727318,0.1782921158871333,0.033485020195435256,0.028681167333883355,0.008883044127767916
sub-RID0117,RG28-RG29,temporal_neocortex,R,6,0.6075736958679675,0.42828686650927295,0.18801123076833623,0.05114982535871668,0.05566286670649454,0.02313819009019687
sub-RID0117,RG29-RG30,temporal_neocortex,R,6,0.5016740065565698,0.30539080768800625,0.1719225916252287,0.06548507510277367,0.11306745595614416,0.0723066611528949
sub-RID0139,LA02-LA03,hippocampal,W,8,0.7195552681287413,0.4289162807550744,0.1372701063928336,0.029833585609437073,0.03094693412963401,0.03847437381818185
sub-RID0139,LA03-LA04,hippocampal,W,8,0.6620066803481115,0.41766057281201957,0.18625902077380396,0.03404856413995811,0.03168905237722601,0.03485159312955566
sub-RID0139,LA05-LA06,parahippocampal,W,8,0.577646064444047,0.4384695900729657,0.22321733069694774,0.04397765882770579,0.03883028677566242,0.012526239406239186
sub-RID0139,LA08-LA09,temporal_neocortex,W,8,0.5436734142088365,0.4286550436687352,0.32008617951270446,0.02660916759288732,0.018066729646769183,0.0049041364728411585
sub-RID0139,LA11-LA12,temporal_neocortex,W,8,0.5650098198657353,0.4225095660048442,0.31286172165903264,0.022318266091283095,0.013121054470325707,0.01313824345850195
sub-RID0139,LB03-LB04,parahippocampal,W,7,0.835807876142403,0.3397827376391521,0.09622059269138607,0.014260463236419402,0.011168074040046577,0.004613617503028561
sub-RID0139,LB08-LB09,temporal_neocortex,W,8,0.5516456135569205,0.4235204397144346,0.26805001022110025,0.038212440660290434,0.020944502517807856,0.004471238883496517
sub-RID0139,LB09-LB10,temporal_neocortex,W,8,0.4253416685400465,0.3572277413588642,0.3782947820884275,0.0359001292833923,0.01531936720723582,0.002669219879173365
sub-RID0139,LB10-LB11,temporal_neocortex,W,8,0.5777505593717158,0.4404915511908004,0.3357395960874308,0.011502265688700303,0.0038095036926861147,0.0009946599329956382
sub-RID0139,LB11-LB12,temporal_neocortex,W,8,0.2956600810489444,0.24570902083313656,0.30988233938750415,0.09266844179147059,0.10402927125111264,0.16324707804430255
sub-RID0139,RA01-RA02,amygdala,W,8,0.704825894438363,0.509455393621608,0.16425475687181523,0.02226329541783255,0.02903469023317079,0.02883960891249405
sub-RID0139,RA02-RA03,amygdala,W,8,0.6610219811516206,0.49515062510009955,0.16452705970511552,0.036128260397983135,0.041926842209999496,0.04750621688090053
sub-RID0139,RA03-RA04,hippocampal,W,8,0.5922273821470482,0.4388569799653288,0.20555276554049695,0.03975139697791126,0.05152400984565588,0.07235383073001642
sub-RID0139,RA06-RA07,temporal_neocortex,W,8,0.5918644470261882,0.43525982308328415,0.22270792728458216,0.04515372263762578,0.04196764573408143,0.012146832583603023
sub-RID0139,RA07-RA08,temporal_neocortex,W,8,0.5604621064527275,0.38972165617940835,0.21163382782554685,0.05937770974055643,0.048713101765281694,0.018520194465434306
sub-RID0139,RB01-RB02,hippocampal,W,8,0.5874769606089465,0.421398496993285,0.2218708160013932,0.03946802289478381,0.04728537058856769,0.049312264842794794
sub-RID0139,RB02-RB03,hippocampal,W,8,0.782758993451106,0.5437093006511287,0.12321752855246484,0.015066683345566162,0.02569918625871214,0.03304950211972849
sub-RID0139,RB06-RB07,temporal_neocortex,W,8,0.7369494777200234,0.5289500877634006,0.15449002652226457,0.02704162552913856,0.01491717828134138,0.0033853432222088926
sub-RID0139,RB07-RB08,temporal_neocortex,W,8,0.7645040755145309,0.5709116465470618,0.1435472347919688,0.02011456121365706,0.010315437578003725,0.0025482889956068436
sub-RID0139,RB08-RB09,temporal_neocortex,W,8,0.6991946407359371,0.5206234964205405,0.2162732786505513,0.011341555135440468,0.00469724036278186,0.0014355185017776585
sub-RID0139,RB09-RB10,temporal_neocortex,W,8,0.7419150102334426,0.5532781646253735,0.16737003902864767,0.017823532725893466,0.01506925669610841,0.022675479246515542
sub-RID0139,LA02-LA03,hippocampal,N2,8,0.7813081902577684,0.5829408434831047,0.11933360537152563,0.02081937961523704,0.01774384377035633,0.012122382983858699
sub-RID0139,LA03-LA04,hippocampal,N2,8,0.7327759259623524,0.5594281960710676,0.16236728194406788,0.02103170525004773,0.016406329985280608,0.009492504433013794
sub-RID0139,LA05-LA06,parahippocampal,N2,8,0.7418871734467547,0.5400797596371301,0.16076068408996813,0.021880902216635557,0.014136626728770151,0.004346069068992339
sub-RID0139,LA08-LA09,temporal_neocortex,N2,8,0.6747082932069908,0.5058255551400753,0.22693420304952688,0.016357595802485816,0.0075983987379582025,0.0019064051959702087
sub-RID0139,LA11-LA12,temporal_neocortex,N2,8,0.7287327383774006,0.5210914551153031,0.2102412343108331,0.0077432455394558135,0.0030620614787258476,0.0004767003723079253
sub-RID0139,LB03-LB04,parahippocampal,N2,8,0.7586392966689427,0.5223282821571911,0.18483325527699165,0.010667352132906266,0.004567587939152735,0.0022370033521786218
sub-RID0139,LB08-LB09,temporal_neocortex,N2,8,0.7489988915777337,0.5691077360998745,0.19685736502892984,0.009341506040008888,0.003387191925292847,0.000809935355636857
sub-RID0139,LB09-LB10,temporal_neocortex,N2,8,0.5888946178801995,0.48461813508713214,0.32283713726854957,0.012376329523083969,0.004428916134652346,0.0008965221311451324
sub-RID0139,LB10-LB11,temporal_neocortex,N2,8,0.7524220801413599,0.5619135991677873,0.20349956556823462,0.003100964778084879,0.0009194001556031852,0.00021137205485730507
sub-RID0139,LB11-LB12,temporal_neocortex,N2,8,0.5718496065219889,0.4699322394958865,0.2664609910669289,0.03885343732540013,0.023752466336843116,0.006090796060941666
sub-RID0139,RA01-RA02,amygdala,N2,8,0.8413719030678368,0.5680154720011446,0.10017743721121922,0.009782588899949431,0.008119241690473147,0.007061728645311223
sub-RID0139,RA02-RA03,amygdala,N2,8,0.7240481164825742,0.6047425005888518,0.16577003880303512,0.021868845299978814,0.017814484241783356,0.018587607125437125
sub-RID0139,RA03-RA04,hippocampal,N2,8,0.7817472984822151,0.549806256918211,0.12556005453783534,0.019199303662744582,0.016297189320705598,0.017263917932939094
sub-RID0139,RA06-RA07,temporal_neocortex,N2,8,0.7448422219452199,0.5977733061427245,0.19170324801262217,0.009603729503797738,0.005343136374987157,0.001341427870254069
sub-RID0139,RA07-RA08,temporal_neocortex,N2,8,0.7455418571591776,0.5713814922997769,0.1658031043643839,0.01726215290790249,0.010163584240604496,0.0033052870797755955
sub-RID0139,RB01-RB02,hippocampal,N2,8,0.6752237792698288,0.529703758688444,0.16443337134586605,0.05296776994394313,0.02770597961147246,0.013743398527093342
sub-RID0139,RB02-RB03,hippocampal,N2,8,0.7346072844820679,0.5638832051800481,0.12041497297902677,0.06245659546689464,0.02627731349926963,0.00861577704053643
sub-RID0139,RB06-RB07,temporal_neocortex,N2,8,0.8004839594104229,0.6157904994661634,0.1385426263407222,0.01327497655162621,0.005334415541934956,0.0012502877039020795
sub-RID0139,RB07-RB08,temporal_neocortex,N2,8,0.7656431526490448,0.6056814911847074,0.18378056799465886,0.009186567426451063,0.0035211433381936025,0.0008889720492972184
sub-RID0139,RB08-RB09,temporal_neocortex,N2,8,0.7097431206685074,0.5392347442356797,0.24315452285260986,0.004164466069802435,0.0012429803027755241,0.00024576069681085146
sub-RID0139,RB09-RB10,temporal_neocortex,N2,8,0.7370519323376794,0.5854102764931853,0.21220299865367115,0.007698503013271579,0.0035029326176960226,0.0007904140599892653
sub-RID0139,LA02-LA03,hippocampal,N3,8,0.8051702195007535,0.601857184766595,0.11730493248509141,0.015485677302757718,0.012018299131552975,0.00656425570488047
sub-RID0139,LA03-LA04,hippocampal,N3,8,0.8095793144236587,0.6104544241087058,0.12409667144018618,0.01191445935450577,0.0063574668465947335,0.003292823772303187
sub-RID0139,LA05-LA06,parahippocampal,N3,8,0.8774419177048187,0.5993167223400809,0.08077649005189752,0.00794848104746428,0.004913076035427476,0.0017204022832710982
sub-RID0139,LA08-LA09,temporal_neocortex,N3,8,0.8151685175241273,0.5487257511610992,0.13554110300895134,0.0075234264787720035,0.0038600562903598964,0.0013857522425724344
sub-RID0139,LA11-LA12,temporal_neocortex,N3,8,0.7858143814162301,0.533929655198975,0.17414609692884114,0.0034021860755481647,0.001264289225406693,0.0003031119457221586
sub-RID0139,LB03-LB04,parahippocampal,N3,8,0.8689196350495456,0.5239364687518149,0.09126728499825078,0.00919791030265015,0.0029314270993609478,0.0014704307627635008
sub-RID0139,LB08-LB09,temporal_neocortex,N3,8,0.7767584777537161,0.5209461810329823,0.17879982217897455,0.004598946470178668,0.0021642370971355638,0.0006515196120478381
sub-RID0139,LB09-LB10,temporal_neocortex,N3,8,0.6218051667984457,0.45728646699261305,0.30813681521639513,0.008569648492557005,0.003028864252251527,0.0008480515814618172
sub-RID0139,LB10-LB11,temporal_neocortex,N3,8,0.7560246032228966,0.5347861773102844,0.20792934083997053,0.0019276505577525802,0.0007252204861870294,0.00023084588536332218
sub-RID0139,LB11-LB12,temporal_neocortex,N3,8,0.6716905331155216,0.5090418424470116,0.2269726802650602,0.0221114257473075,0.011691556290752775,0.004074373151460942
sub-RID0139,RA01-RA02,amygdala,N3,8,0.9252901520829566,0.5603482190113465,0.05083100622580079,0.0034207013698069975,0.0024850312867895,0.002070861724664759
sub-RID0139,RA02-RA03,amygdala,N3,8,0.7396942101247993,0.5844163640400475,0.1709469070669236,0.015424324147055376,0.010329161029360536,0.00958605590342423
sub-RID0139,RA03-RA04,hippocampal,N3,8,0.8000724619144768,0.5727450743525744,0.1295441768953977,0.013488957699766367,0.009205067314278483,0.008419216063350207
sub-RID0139,RA06-RA07,temporal_neocortex,N3,8,0.8099230372114556,0.5410942943112462,0.14814343234173116,0.005040018435629717,0.0037679921210499326,0.0012905404733179024
sub-RID0139,RA07-RA08,temporal_neocortex,N3,8,0.8628656026275057,0.5428178977014404,0.09706434854104783,0.005744552353558674,0.00438900094910045,0.002055792685241275
sub-RID0139,RB01-RB02,hippocampal,N3,8,0.763163733664798,0.6041947012553983,0.13781944268609098,0.03046170796709418,0.011732065707317375,0.005448188848362211
sub-RID0139,RB02-RB03,hippocampal,N3,8,0.7843023281478844,0.5941455677444272,0.12138363738905456,0.0342382486269505,0.013047486337920782,0.003864356348088605
sub-RID0139,RB06-RB07,temporal_neocortex,N3,8,0.890602793628188,0.527529224455823,0.07566152671318718,0.005035035465853988,0.002424118001631768,0.0008801492226500529
sub-RID0139,RB07-RB08,temporal_neocortex,N3,8,0.8575204850416112,0.541652176968304,0.1110253497765228,0.004340511040094939,0.001983591967446223,0.0007779294003798717
sub-RID0139,RB08-RB09,temporal_neocortex,N3,8,0.7378556009375683,0.4872148235930686,0.22485944336300775,0.002988291410378136,0.0009213410661175248,0.0003271852830364092
sub-RID0139,RB09-RB10,temporal_neocortex,N3,8,0.7883434818067161,0.5270438161453896,0.17802498092701313,0.003996601993774569,0.0023670501776572204,0.0030965017758001184
sub-RID0139,LA02-LA03,hippocampal,R,8,0.7676745287697684,0.46571109969343394,0.10751114166658127,0.027764816862850383,0.028807307108565747,0.02818459296435355
sub-RID0139,LA03-LA04,hippocampal,R,8,0.6821292544453321,0.4431818105135249,0.17306338465778215,0.027681342817634066,0.033490635906384694,0.027556903851683957
sub-RID0139,LA05-LA06,parahippocampal,R,8,0.801705678377653,0.580848645305909,0.13252420816309565,0.013711313653236915,0.011045162546813588,0.0037764420881515777
sub-RID0139,LA08-LA09,temporal_neocortex,R,8,0.7079634818459184,0.5353721171012917,0.22009077808531757,0.011022064392248385,0.005827676984600953,0.0014514238669848178
sub-RID0139,LA11-LA12,temporal_neocortex,R,8,0.7450372441395898,0.5751304980505023,0.20016941247985745,0.006564864459583762,0.0026552999333410462,0.0003452546445084103
sub-RID0139,LB03-LB04,parahippocampal,R,8,0.7375955373520819,0.5395435094599907,0.19681273398286908,0.012356194143867771,0.007328409160688781,0.005099280503627984
sub-RID0139,LB08-LB09,temporal_neocortex,R,8,0.8293834022325597,0.641013749662689,0.12988022635225444,0.006235681051930392,0.0030896821013652784,0.0008601883449854272
sub-RID0139,LB09-LB10,temporal_neocortex,R,8,0.6665689887528675,0.5465121024643941,0.26863250412300654,0.008848687922979435,0.004326720751673448,0.0010200138992475327
sub-RID0139,LB10-LB11,temporal_neocortex,R,8,0.7751284739467013,0.6332118958830346,0.18991218471599036,0.0018706606956598397,0.0007121458043796227,0.00017603015594807838
sub-RID0139,LB11-LB12,temporal_neocortex,R,8,0.5774573985380047,0.4945405238203424,0.26962955531889293,0.0339533971965557,0.022421654595986197,0.005177964043572916
sub-RID0139,RA01-RA02,amygdala,R,8,0.7879799424418968,0.49507466251386933,0.12087418065701047,0.016928294677987784,0.018273696137849918,0.017659864636072102
sub-RID0139,RA02-RA03,amygdala,R,8,0.703337043673276,0.5103074495210107,0.15697850150823028,0.02953421250052719,0.028080230114777602,0.03039495866508846
sub-RID0139,RA03-RA04,hippocampal,R,8,0.6943613999698547,0.4690880922587691,0.1675517609976321,0.028516881686021487,0.030772527362008792,0.03894389076295274
sub-RID0139,RA06-RA07,temporal_neocortex,R,8,0.7490618970424698,0.6070792307609505,0.186753211611277,0.008972678183302647,0.007145109718303375,0.00209858376740261
sub-RID0139,RA07-RA08,temporal_neocortex,R,8,0.7831292852409306,0.5807939513493994,0.15160974813891354,0.011077780919752377,0.00864090363736401,0.0033960904981620793
sub-RID0139,RB01-RB02,hippocampal,R,8,0.7473984937504956,0.44215372713789386,0.11270616068997756,0.04918499265130124,0.026137557782950103,0.02380369017674949
sub-RID0139,RB02-RB03,hippocampal,R,8,0.8758862779902334,0.47722672060472826,0.051097079513799104,0.034004709055061505,0.013800111144160495,0.011432770797564742
sub-RID0139,RB06-RB07,temporal_neocortex,R,8,0.9045465033285498,0.6638514527870184,0.06662179034980786,0.005427381858796132,0.003189799660787592,0.0009371896516581449
